customer_id,name,email,membership_age,revenue,preferred_film_language,preferred_film_category,city,preferred_film_year
38,GONZALEZ MARTHA,MARTHA.GONZALEZ@sakilacustomer.org,185.0,127.66,['English             '],"['Animation', 'Children', 'Classics', 'Foreign', 'Games']",Chisinau,['00s']
39,NELSON DEBRA,DEBRA.NELSON@sakilacustomer.org,185.0,141.71,['English             '],"['Animation', 'Drama', 'Family', 'Horror', 'Travel']",Vila Velha,['00s']
40,CARTER AMANDA,AMANDA.CARTER@sakilacustomer.org,185.0,110.73,['English             '],"['Action', 'Children', 'Comedy', 'Drama', 'Horror']",Nador,['00s']
41,MITCHELL STEPHANIE,STEPHANIE.MITCHELL@sakilacustomer.org,185.0,118.75,['English             '],"['Animation', 'Drama', 'Foreign', 'Horror', 'Sci-Fi']",Yerevan,['00s']
42,PEREZ CAROLYN,CAROLYN.PEREZ@sakilacustomer.org,185.0,117.7,['English             '],"['Action', 'Documentary', 'Drama', 'Sci-Fi', 'Travel']",Pak Kret,['00s']
43,ROBERTS CHRISTINE,CHRISTINE.ROBERTS@sakilacustomer.org,185.0,99.76,['English             '],"['Action', 'Classics', 'Drama', 'Family', 'Foreign']",Faaa,['00s']
44,TURNER MARIE,MARIE.TURNER@sakilacustomer.org,185.0,114.74,['English             '],"['Animation', 'Comedy', 'Horror', 'Music', 'Travel']",Lipetsk,['00s']
45,PHILLIPS JANET,JANET.PHILLIPS@sakilacustomer.org,185.0,127.73,['English             '],"['Classics', 'Drama', 'Games', 'Horror', 'Sci-Fi']",Antofagasta,['00s']
46,CAMPBELL CATHERINE,CATHERINE.CAMPBELL@sakilacustomer.org,185.0,142.66,['English             '],"['Animation', 'Classics', 'Games', 'Horror', 'Travel']",Moscow,['00s']
47,PARKER FRANCES,FRANCES.PARKER@sakilacustomer.org,185.0,108.78,['English             '],"['Animation', 'Children', 'Comedy', 'Documentary', 'Drama']",Juazeiro do Norte,['00s']
48,EVANS ANN,ANN.EVANS@sakilacustomer.org,185.0,76.83,['English             '],"['Animation', 'Children', 'Drama', 'Foreign', 'Music']",Niznekamsk,['00s']
49,EDWARDS JOYCE,JOYCE.EDWARDS@sakilacustomer.org,185.0,130.72,['English             '],"['Animation', 'Children', 'Drama', 'Family', 'Games']",Jedda,['00s']
50,COLLINS DIANE,DIANE.COLLINS@sakilacustomer.org,185.0,169.65,['English             '],"['Children', 'Documentary', 'Foreign', 'Horror', 'Music']",Omdurman,['00s']
51,STEWART ALICE,ALICE.STEWART@sakilacustomer.org,185.0,138.67,['English             '],"['Animation', 'Comedy', 'Documentary', 'Drama', 'Games']",Fontana,['00s']
52,SANCHEZ JULIE,JULIE.SANCHEZ@sakilacustomer.org,185.0,107.71,['English             '],"['Action', 'Children', 'Classics', 'Comedy', 'Documentary']",A Corua (La Corua),['00s']
53,MORRIS HEATHER,HEATHER.MORRIS@sakilacustomer.org,185.0,115.7,['English             '],"['Action', 'Animation', 'Classics', 'Documentary', 'Sports']",Nagareyama,['00s']
54,ROGERS TERESA,TERESA.ROGERS@sakilacustomer.org,185.0,128.71,['English             '],"['Animation', 'Classics', 'Comedy', 'Family', 'Games']",Iwakuni,['00s']
55,REED DORIS,DORIS.REED@sakilacustomer.org,185.0,100.78,['English             '],"['Documentary', 'Family', 'Foreign', 'Horror', 'Sports']",Balaiha,['00s']
56,COOK GLORIA,GLORIA.COOK@sakilacustomer.org,185.0,135.7,['English             '],"['Action', 'Classics', 'Comedy', 'Drama', 'Horror']",Papeete,['00s']
57,MORGAN EVELYN,EVELYN.MORGAN@sakilacustomer.org,185.0,114.72,['English             '],"['Classics', 'Drama', 'Foreign', 'Horror', 'Sci-Fi']",Vaduz,['00s']
58,BELL JEAN,JEAN.BELL@sakilacustomer.org,185.0,115.73,['English             '],"['Action', 'Comedy', 'Drama', 'Foreign', 'Games']",Kuching,['00s']
59,MURPHY CHERYL,CHERYL.MURPHY@sakilacustomer.org,185.0,133.73,['English             '],"['Comedy', 'Documentary', 'Family', 'Sports', 'Travel']",Mysore,['00s']
60,BAILEY MILDRED,MILDRED.BAILEY@sakilacustomer.org,185.0,98.75,['English             '],"['Children', 'Drama', 'Foreign', 'Music', 'Sports']",Jaipur,['00s']
61,RIVERA KATHERINE,KATHERINE.RIVERA@sakilacustomer.org,185.0,58.86,['English             '],"['Classics', 'Documentary', 'Music', 'Sci-Fi', 'Sports']",Basel,['00s']
62,COOPER JOAN,JOAN.COOPER@sakilacustomer.org,185.0,84.77,['English             '],"['Animation', 'Documentary', 'Horror', 'Music', 'Sci-Fi']",Saint Louis,['00s']
63,RICHARDSON ASHLEY,ASHLEY.RICHARDSON@sakilacustomer.org,185.0,112.75,['English             '],"['Action', 'Children', 'Comedy', 'Documentary', 'Family']",Lincoln,['00s']
64,COX JUDITH,JUDITH.COX@sakilacustomer.org,185.0,100.67,['English             '],"['Action', 'Animation', 'Comedy', 'Documentary', 'Music']",Daxian,['00s']
65,HOWARD ROSE,ROSE.HOWARD@sakilacustomer.org,185.0,103.78,['English             '],"['Animation', 'Comedy', 'Documentary', 'Drama', 'Foreign']",Cayenne,['00s']
66,WARD JANICE,JANICE.WARD@sakilacustomer.org,185.0,144.66,['English             '],"['Action', 'Classics', 'Drama', 'Games', 'Horror']",Malm,['00s']
67,TORRES KELLY,KELLY.TORRES@sakilacustomer.org,185.0,99.78,['English             '],"['Action', 'Comedy', 'Drama', 'Family', 'Horror']",Xiangtan,['00s']
68,PETERSON NICOLE,NICOLE.PETERSON@sakilacustomer.org,185.0,94.78,['English             '],"['Children', 'Classics', 'Family', 'Games', 'Horror']",Shivapuri,['00s']
69,GRAY JUDY,JUDY.GRAY@sakilacustomer.org,185.0,96.75,['English             '],"['Family', 'Games', 'Horror', 'Music', 'Sci-Fi']",Bchar,['00s']
70,RAMIREZ CHRISTINA,CHRISTINA.RAMIREZ@sakilacustomer.org,185.0,80.82,['English             '],"['Action', 'Animation', 'Family', 'Horror', 'Sports']",al-Hawiya,['00s']
71,JAMES KATHY,KATHY.JAMES@sakilacustomer.org,185.0,129.7,['English             '],"['Animation', 'Drama', 'Foreign', 'Music', 'Sports']",Baybay,['00s']
72,WATSON THERESA,THERESA.WATSON@sakilacustomer.org,185.0,99.7,['English             '],"['Animation', 'Drama', 'Music', 'Sports', 'Travel']",Taguig,['00s']
73,BROOKS BEVERLY,BEVERLY.BROOKS@sakilacustomer.org,185.0,97.76,['English             '],"['Children', 'Documentary', 'Foreign', 'Games', 'Horror']",Chiayi,['00s']
74,KELLY DENISE,DENISE.KELLY@sakilacustomer.org,185.0,103.73,['English             '],"['Animation', 'Children', 'Classics', 'Sci-Fi', 'Sports']",Rio Claro,['00s']
75,SANDERS TAMMY,TAMMY.SANDERS@sakilacustomer.org,185.0,155.59,['English             '],"['Children', 'Classics', 'Drama', 'Foreign', 'Games']",Changhwa,['00s']
76,PRICE IRENE,IRENE.PRICE@sakilacustomer.org,185.0,77.77,['English             '],"['Action', 'Animation', 'Children', 'Documentary', 'Games']",Pavlodar,['00s']
77,BENNETT JANE,JANE.BENNETT@sakilacustomer.org,185.0,100.72,['English             '],"['Classics', 'Documentary', 'Games', 'Horror', 'Sports']",Araatuba,['00s']
78,WOOD LORI,LORI.WOOD@sakilacustomer.org,185.0,141.69,['English             '],"['Animation', 'Drama', 'Games', 'Sci-Fi', 'Sports']",Rae Bareli,['00s']
79,BARNES RACHEL,RACHEL.BARNES@sakilacustomer.org,185.0,84.78,['English             '],"['Documentary', 'Family', 'Foreign', 'Sci-Fi', 'Travel']",Kamakura,['00s']
80,ROSS MARILYN,MARILYN.ROSS@sakilacustomer.org,185.0,137.7,['English             '],"['Action', 'Animation', 'Classics', 'Family', 'Games']",Ife,['00s']
81,HENDERSON ANDREA,ANDREA.HENDERSON@sakilacustomer.org,185.0,93.78,['English             '],"['Family', 'Games', 'Horror', 'Sports', 'Travel']",Mahajanga,['00s']
82,COLEMAN KATHRYN,KATHRYN.COLEMAN@sakilacustomer.org,185.0,130.74,['English             '],"['Action', 'Animation', 'Drama', 'Sci-Fi', 'Travel']",Simferopol,['00s']
83,JENKINS LOUISE,LOUISE.JENKINS@sakilacustomer.org,185.0,101.75,['English             '],"['Action', 'Animation', 'Classics', 'Family', 'Sci-Fi']",Springs,['00s']
84,PERRY SARA,SARA.PERRY@sakilacustomer.org,185.0,141.67,['English             '],"['Animation', 'Documentary', 'Foreign', 'Games', 'Sports']",Atlixco,['00s']
85,POWELL ANNE,ANNE.POWELL@sakilacustomer.org,185.0,87.77,['English             '],"['Action', 'Classics', 'Comedy', 'Drama', 'Sci-Fi']",Bradford,['00s']
86,LONG JACQUELINE,JACQUELINE.LONG@sakilacustomer.org,185.0,148.67,['English             '],"['Animation', 'Documentary', 'Foreign', 'Sports', 'Travel']",Songkhla,['00s']
87,PATTERSON WANDA,WANDA.PATTERSON@sakilacustomer.org,185.0,145.7,['English             '],"['Children', 'Classics', 'Drama', 'Sci-Fi', 'Sports']",Sincelejo,['00s']
88,HUGHES BONNIE,BONNIE.HUGHES@sakilacustomer.org,185.0,87.79,['English             '],"['Animation', 'Family', 'Games', 'Music', 'Travel']",Cheju,['00s']
89,FLORES JULIA,JULIA.FLORES@sakilacustomer.org,185.0,134.68,['English             '],"['Action', 'Comedy', 'Documentary', 'Drama', 'Sports']",La Plata,['00s']
90,WASHINGTON RUBY,RUBY.WASHINGTON@sakilacustomer.org,185.0,110.72,['English             '],"['Animation', 'Documentary', 'Horror', 'Music', 'Sci-Fi']",Meixian,['00s']
91,BUTLER LOIS,LOIS.BUTLER@sakilacustomer.org,185.0,113.65,['English             '],"['Action', 'Children', 'Comedy', 'Documentary', 'Sports']",Bandar Seri Begawan,['00s']
92,SIMMONS TINA,TINA.SIMMONS@sakilacustomer.org,185.0,133.72,['English             '],"['Action', 'Comedy', 'Documentary', 'Family', 'Travel']",Goinia,['00s']
93,FOSTER PHYLLIS,PHYLLIS.FOSTER@sakilacustomer.org,185.0,91.77,['English             '],"['Classics', 'Foreign', 'Horror', 'Music', 'Sports']",Zalantun,['00s']
94,GONZALES NORMA,NORMA.GONZALES@sakilacustomer.org,185.0,79.79,['English             '],"['Action', 'Animation', 'Documentary', 'Games', 'Sci-Fi']",Bislig,['00s']
95,BRYANT PAULA,PAULA.BRYANT@sakilacustomer.org,185.0,77.82,['English             '],"['Classics', 'Comedy', 'Documentary', 'Drama', 'Foreign']",Pathankot,['00s']
96,ALEXANDER DIANA,DIANA.ALEXANDER@sakilacustomer.org,185.0,105.73,['English             '],"['Action', 'Classics', 'Documentary', 'Foreign', 'Games']",Augusta-Richmond County,['00s']
97,RUSSELL ANNIE,ANNIE.RUSSELL@sakilacustomer.org,185.0,58.82,['English             '],"['Action', 'Animation', 'Family', 'Foreign', 'Music']",Tete,['00s']
98,GRIFFIN LILLIAN,LILLIAN.GRIFFIN@sakilacustomer.org,185.0,106.75,['English             '],"['Action', 'Documentary', 'Horror', 'Music', 'Sports']",al-Ayn,['00s']
99,DIAZ EMILY,EMILY.DIAZ@sakilacustomer.org,185.0,91.76,['English             '],"['Animation', 'Family', 'Games', 'Sci-Fi', 'Sports']",Kimchon,['00s']
100,HAYES ROBIN,ROBIN.HAYES@sakilacustomer.org,185.0,102.76,['English             '],"['Action', 'Animation', 'Classics', 'Comedy', 'Drama']",Jelets,['00s']
101,MYERS PEGGY,PEGGY.MYERS@sakilacustomer.org,185.0,96.76,['English             '],"['Animation', 'Horror', 'Sci-Fi', 'Sports', 'Travel']",Abha,['00s']
102,FORD CRYSTAL,CRYSTAL.FORD@sakilacustomer.org,185.0,137.67,['English             '],"['Classics', 'Drama', 'Games', 'Sci-Fi', 'Sports']",Ashdod,['00s']
103,HAMILTON GLADYS,GLADYS.HAMILTON@sakilacustomer.org,185.0,146.69,['English             '],"['Action', 'Animation', 'Drama', 'Sports', 'Travel']",Ilorin,['00s']
104,GRAHAM RITA,RITA.GRAHAM@sakilacustomer.org,185.0,92.76,['English             '],"['Documentary', 'Drama', 'Family', 'Foreign', 'Sports']",Toulon,['00s']
105,SULLIVAN DAWN,DAWN.SULLIVAN@sakilacustomer.org,185.0,120.74,['English             '],"['Children', 'Horror', 'Music', 'Sci-Fi', 'Sports']",Funafuti,['00s']
106,WALLACE CONNIE,CONNIE.WALLACE@sakilacustomer.org,185.0,100.77,['English             '],"['Classics', 'Drama', 'Games', 'Horror', 'Travel']",Ivanovo,['00s']
107,WOODS FLORENCE,FLORENCE.WOODS@sakilacustomer.org,185.0,126.7,['English             '],"['Documentary', 'Games', 'Horror', 'Sci-Fi', 'Sports']",Merlo,['00s']
108,COLE TRACY,TRACY.COLE@sakilacustomer.org,185.0,132.7,['English             '],"['Animation', 'Comedy', 'Documentary', 'Family', 'Sci-Fi']",Huixquilucan,['00s']
109,WEST EDNA,EDNA.WEST@sakilacustomer.org,185.0,107.74,['English             '],"['Classics', 'Drama', 'Games', 'Sci-Fi', 'Sports']",Klerksdorp,['00s']
110,JORDAN TIFFANY,TIFFANY.JORDAN@sakilacustomer.org,185.0,59.86,['English             '],"['Action', 'Animation', 'Documentary', 'Foreign', 'Horror']",Enshi,['00s']
111,OWENS CARMEN,CARMEN.OWENS@sakilacustomer.org,185.0,97.74,['English             '],"['Animation', 'Drama', 'Foreign', 'Games', 'Travel']",Caracas,['00s']
112,REYNOLDS ROSA,ROSA.REYNOLDS@sakilacustomer.org,185.0,133.7,['English             '],"['Animation', 'Classics', 'Documentary', 'Family', 'Games']",Lancaster,['00s']
113,FISHER CINDY,CINDY.FISHER@sakilacustomer.org,185.0,113.71,['English             '],"['Action', 'Documentary', 'Foreign', 'Games', 'Sci-Fi']",Cuman,['00s']
114,ELLIS GRACE,GRACE.ELLIS@sakilacustomer.org,185.0,139.67,['English             '],"['Classics', 'Drama', 'Family', 'Foreign', 'Sports']",Duisburg,['00s']
115,HARRISON WENDY,WENDY.HARRISON@sakilacustomer.org,185.0,91.7,['English             '],"['Action', 'Children', 'Classics', 'Foreign', 'Music']",Nezahualcyotl,['00s']
116,GIBSON VICTORIA,VICTORIA.GIBSON@sakilacustomer.org,185.0,111.73,['English             '],"['Animation', 'Classics', 'Family', 'Foreign', 'Games']",Pemalang,['00s']
117,MCDONALD EDITH,EDITH.MCDONALD@sakilacustomer.org,185.0,71.81,['English             '],"['Children', 'Drama', 'Foreign', 'Sci-Fi', 'Sports']",Gandhinagar,['00s']
118,CRUZ KIM,KIM.CRUZ@sakilacustomer.org,185.0,82.79,['English             '],"['Classics', 'Comedy', 'Foreign', 'Horror', 'Sports']",Grand Prairie,['00s']
119,MARSHALL SHERRY,SHERRY.MARSHALL@sakilacustomer.org,185.0,153.66,['English             '],"['Action', 'Drama', 'Family', 'Sci-Fi', 'Sports']",Shubra al-Khayma,['00s']
120,ORTIZ SYLVIA,SYLVIA.ORTIZ@sakilacustomer.org,185.0,143.68,['English             '],"['Documentary', 'Drama', 'Games', 'Music', 'Sports']",Dos Quebradas,['00s']
121,GOMEZ JOSEPHINE,JOSEPHINE.GOMEZ@sakilacustomer.org,185.0,109.74,['English             '],"['Action', 'Children', 'Comedy', 'Drama', 'Sports']",Etawah,['00s']
122,MURRAY THELMA,THELMA.MURRAY@sakilacustomer.org,185.0,126.68,['English             '],"['Classics', 'Documentary', 'Family', 'Sports', 'Travel']",Lima,['00s']
123,FREEMAN SHANNON,SHANNON.FREEMAN@sakilacustomer.org,185.0,100.76,['English             '],"['Action', 'Children', 'Drama', 'Family', 'Sports']",Varanasi (Benares),['00s']
124,WELLS SHEILA,SHEILA.WELLS@sakilacustomer.org,185.0,73.82,['English             '],"['Action', 'Children', 'Classics', 'Documentary', 'Drama']",Ktahya,['00s']
125,WEBB ETHEL,ETHEL.WEBB@sakilacustomer.org,185.0,135.68,['English             '],"['Action', 'Animation', 'Drama', 'Horror', 'Sports']",Boksburg,['00s']
126,SIMPSON ELLEN,ELLEN.SIMPSON@sakilacustomer.org,185.0,117.72,['English             '],"['Classics', 'Drama', 'Family', 'Foreign', 'Games']",Po,['00s']
127,STEVENS ELAINE,ELAINE.STEVENS@sakilacustomer.org,185.0,107.76,['English             '],"['Animation', 'Children', 'Classics', 'Family', 'Games']",Smolensk,['00s']
128,TUCKER MARJORIE,MARJORIE.TUCKER@sakilacustomer.org,185.0,127.68,['English             '],"['Animation', 'Comedy', 'Music', 'Sci-Fi', 'Sports']",Jastrzebie-Zdrj,['00s']
129,PORTER CARRIE,CARRIE.PORTER@sakilacustomer.org,185.0,124.66,['English             '],"['Children', 'Classics', 'Comedy', 'Games', 'Horror']",Liaocheng,['00s']
130,HUNTER CHARLOTTE,CHARLOTTE.HUNTER@sakilacustomer.org,185.0,93.76,['English             '],"['Classics', 'Family', 'Foreign', 'Games', 'Sci-Fi']",guas Lindas de Gois,['00s']
131,HICKS MONICA,MONICA.HICKS@sakilacustomer.org,185.0,128.7,['English             '],"['Animation', 'Comedy', 'Drama', 'Music', 'Sports']",Mukateve,['00s']
132,CRAWFORD ESTHER,ESTHER.CRAWFORD@sakilacustomer.org,185.0,95.72,['English             '],"['Animation', 'Classics', 'Foreign', 'Music', 'Sports']",Botshabelo,['00s']
133,HENRY PAULINE,PAULINE.HENRY@sakilacustomer.org,185.0,98.73,['English             '],"['Action', 'Documentary', 'Drama', 'Sci-Fi', 'Sports']",Torren,['00s']
134,BOYD EMMA,EMMA.BOYD@sakilacustomer.org,185.0,94.77,['English             '],"['Animation', 'Comedy', 'Documentary', 'Sports', 'Travel']",Qalyub,['00s']
135,MASON JUANITA,JUANITA.MASON@sakilacustomer.org,185.0,110.7,['English             '],"['Animation', 'Children', 'Games', 'Sci-Fi', 'Sports']",Pune,['00s']
136,MORALES ANITA,ANITA.MORALES@sakilacustomer.org,185.0,62.85,['English             '],"['Children', 'Classics', 'Documentary', 'Drama', 'Music']",Hubli-Dharwad,['00s']
137,KENNEDY RHONDA,RHONDA.KENNEDY@sakilacustomer.org,185.0,194.61,['English             '],"['Animation', 'Comedy', 'Horror', 'Sports', 'Travel']",Apeldoorn,['00s']
138,WARREN HAZEL,HAZEL.WARREN@sakilacustomer.org,185.0,110.66,['English             '],"['Action', 'Children', 'Drama', 'Games', 'Sports']",Hohhot,['00s']
139,DIXON AMBER,AMBER.DIXON@sakilacustomer.org,185.0,113.73,['English             '],"['Action', 'Animation', 'Drama', 'Foreign', 'Horror']",Touliu,['00s']
140,RAMOS EVA,EVA.RAMOS@sakilacustomer.org,185.0,83.82,['English             '],"['Family', 'Foreign', 'Games', 'Sci-Fi', 'Sports']",Clarksville,['00s']
141,REYES DEBBIE,DEBBIE.REYES@sakilacustomer.org,185.0,130.68,['English             '],"['Children', 'Comedy', 'Documentary', 'Games', 'Sci-Fi']",Fukuyama,['00s']
142,BURNS APRIL,APRIL.BURNS@sakilacustomer.org,185.0,94.74,['English             '],"['Action', 'Classics', 'Documentary', 'Foreign', 'Sports']",Dundee,['00s']
143,GORDON LESLIE,LESLIE.GORDON@sakilacustomer.org,185.0,89.78,['English             '],"['Action', 'Animation', 'Children', 'Documentary', 'Sci-Fi']",Kilis,['00s']
144,SHAW CLARA,CLARA.SHAW@sakilacustomer.org,185.0,195.58,['English             '],"['Classics', 'Comedy', 'Documentary', 'Drama', 'Family']",Molodetno,['00s']
145,HOLMES LUCILLE,LUCILLE.HOLMES@sakilacustomer.org,185.0,108.72,['English             '],"['Animation', 'Drama', 'Foreign', 'Sci-Fi', 'Travel']",Soshanguve,['00s']
146,RICE JAMIE,JAMIE.RICE@sakilacustomer.org,185.0,139.71,['English             '],"['Action', 'Animation', 'Drama', 'Games', 'Music']",Sterling Heights,['00s']
147,ROBERTSON JOANNE,JOANNE.ROBERTSON@sakilacustomer.org,185.0,127.66,['English             '],"['Action', 'Animation', 'Drama', 'Family', 'Music']",Urawa,['00s']
148,HUNT ELEANOR,ELEANOR.HUNT@sakilacustomer.org,185.0,216.54,['English             '],"['Classics', 'Foreign', 'Games', 'Sci-Fi', 'Travel']",Saint-Denis,['00s']
149,BLACK VALERIE,VALERIE.BLACK@sakilacustomer.org,185.0,121.74,['English             '],"['Children', 'Documentary', 'Family', 'Sci-Fi', 'Sports']",Brockton,['00s']
150,DANIELS DANIELLE,DANIELLE.DANIELS@sakilacustomer.org,185.0,105.75,['English             '],"['Animation', 'Drama', 'Horror', 'Sci-Fi', 'Sports']",Hidalgo,['00s']
151,PALMER MEGAN,MEGAN.PALMER@sakilacustomer.org,185.0,92.73,['English             '],"['Action', 'Animation', 'Drama', 'Horror', 'Travel']",Laiwu,['00s']
152,MILLS ALICIA,ALICIA.MILLS@sakilacustomer.org,185.0,83.79,['English             '],"['Animation', 'Children', 'Comedy', 'Documentary', 'Drama']",Nagaon,['00s']
153,NICHOLS SUZANNE,SUZANNE.NICHOLS@sakilacustomer.org,185.0,94.76,['English             '],"['Action', 'Children', 'Classics', 'Comedy', 'Horror']",Jakarta,['00s']
